id;title;description
475;"Tour de France 2018 route revealed as Froome aims for 5th";"Chris Froome's bid for a fifth Tour de France title will come on the shortest route of the 21st century and see a return to Alpe-d'Huez."
476;"Russian lorry features Tetris Easter egg on dashboard";"In a video uploaded to YouTube, a driver of a Russian GAZelle Next shows viewers how to access the game on the dashboard through a series of lever movements and button turns."
477;"Billionaire's lover who crashed to earth with a big bump";"Alexandra Tolstoy, 43, was the long-time mistress of Russian billionaire Sergei Pugachev. He was accused of illegally siphoning money from a Russian bank and the cash could now be seized."
478;"Tyrone Roberts to join Warrington on three-year deal from Gold Coast Titans";"The Wolves are looking for a big improvement in 2018."
479;"Islamic State group loses emblematic Syria stronghold Raqa";"US-backed forces took full control of Raqa from the Islamic State group on Tuesday, defeating the last jihadist holdouts in the de facto Syrian capital of..."
480;"Women use #metoo tag to say they've been sexual harassed";"Facebook says more than 12 million people have now shared the #metoo hashtag, identifying themselves as victims of sexual harassment after actress Alyssa Milano asked people to share it."
481;"President Duterte threatens iconic Philippine 'jeepney'";"Firebrand Philippine President Rodrigo Duterte threatened Tuesday to scrap by next year the ""jeepneys"" that have become a national symbol, as he became..."
482;"Usain Bolt to start United States Grand Prix";"Usain Bolt is set to trade the running track for the race track after he was confirmed as the official starter for the United States Grand Prix. Bolt will give the signal to start in Austin on Sunday."
483;"Alice Cooper reveals secret behind 40-year marriage";"Rock and roll star Alice Cooper, 69, reveals the secret behind his 40-year marriage to Sheryl Goddard, on Tuesday's The Project."
484;"Scott declares state of emergency before Spencer speech";"Florida Governor Rick Scott has declared a state of emergency ahead of a speech white nationalist Richard Spencer is scheduled to deliver at the University of Florida on Thursday."
485;"Real Madrid to make move for 'Plan B' Marcus Rashford";"Real Madrid will make a sensational summer move for Manchester United teenager Marcus Rashford if Florentino Perez fails to land No 1 target Harry Kane."
486;"Russia pressures Serbia on status of controversial base";"BELGRADE, Serbia (AP) - Russia increased pressure on Serbia on Tuesday to grant diplomatic status to the Russian staff of a controversial facility that U.S...."
487;"Book's challenge: Can you do squats like Justice Ginsburg?";"WASHINGTON (AP) - Personal trainer Bryant Johnson hears it all the time: Four more years.That's how long fans of his client, 84-year-old Supreme Court..."
488;"Kit Harington wore Jon Snow costume to a fancy dress party";"The 30-year-old actor - who has played Jon Snow in Game Of Thrones since 2011 - revealed that he had been going to a 'bad taste' themed party with Rose and had been offered the costume."
489;"John McCain condemns 'half-baked, spurious nationalism'";"Sen. John McCain warned against the US turning toward 'half-baked, spurious nationalism' while at an event honoring the war hero's contributions."
490;"Petroleum, food boost U.S. import prices in September";"WASHINGTON, Oct 17 (Reuters) - U.S. import prices for  September recorded their biggest increase in more than a year  amid rising petroleum and food costs,..."
491;"Airbus deal may quash Bombardier dispute, challenge Boeing: analysts";"By Nivedita BhattacharjeeOct 17 (Reuters) - Bombardier Inc's deal with  Airbus SE solves a number of problems for the Canadian  plane-and-train maker, mostly..."
492;"TAKE A LOOK-Czech billionaire Babis favourite to win parliamentary election";"PRAGUE, Oct 17 (Reuters) - Czech voters look set to hand power to  billionaire businessman Andrej Babis,  whose anti-establishment rhetoric has  convinced..."
493;"Global stocks mixed amid upbeat corporate earnings";"BEIJING (AP) - Global stocks were mixed Tuesday amid upbeat corporate earnings report and as China prepared to open a key political meeting.KEEPING SCORE:..."
494;"Rebecca Judd praises Today host Lisa Wilkinson";"Women in media are leading the chorus of women praising outgoing Today host Lisa Wilkinson for refusing to accept pay inequity. And the latest high profile personality to weigh in is Rebecca Judd."
495;"Chris Paul's free agency decision becomes a documentary";"Chris Paul had a new home in Los Angeles and the potential for a $200 million contract if he stayed with the Clippers.He also had reason to doubt a..."
496;"Hate crime soars by 29% after Brexit and terror attacks";"There were 80,393 hate crimes recorded in England and Wales in 2016/17, compared to 62,518 the year before, official Home Office statistics revealed today."
497;"Leader of Charlottesville review seeks access to records";"CHARLOTTESVILLE, Va. (AP) - A former federal prosecutor hired to lead a review of Charlottesville, Virginia's, response to three nationalist rallies this..."
498;"Airbus deal could save Bombardier after US trade row";"Bombardier employs more than 4,000 people at its Belfast factories but their future was thrown into doubt after the US  announced it would impose an interim tariff of nearly 220% on the jets."
499;"Donald Trump provokes anger with claim predecessors shunned military families";"""He´s a deranged animal,"" Alyssa Mastromonaco, a former deputy chief of staff to President Barack Obama, tweeted."
500;"Carey Mulligan and Marcus Mumford step out with their kids";"The actress, 32, looked completely relaxed in a warm pink coat as she joined her rocker husband, 30, and their two-year-old for a stroll  - with the new arrival in a baby carrier."
